"municipality","votes","candidate","parties","file","district"
"白川村",423,"今井　まさと","希望の党","000520914.xls","岐阜県第４区"
"白川村",50,"こみやま　恵美子","日本共産党","000520914.xls","岐阜県第４区"
"白川村",690,"金子　しゅんぺい","自由民主党","000520914.xls","岐阜県第４区"
"岐阜県第４区 合計",92370,"今井　まさと","希望の党","000520914.xls","岐阜県第４区"
"岐阜県第４区 合計",18634,"こみやま　恵美子","日本共産党","000520914.xls","岐阜県第４区"
"岐阜県第４区 合計",107473,"金子　しゅんぺい","自由民主党","000520914.xls","岐阜県第４区"
"多治見市",20182,"あちは　吉信","希望の党","000520914.xls","岐阜県第５区"
"多治見市",5655,"おぜき　祥子","日本共産党","000520914.xls","岐阜県第５区"
"多治見市",26510,"古屋　圭司","自由民主党","000520914.xls","岐阜県第５区"
"中津川市",13141,"あちは　吉信","希望の党","000520914.xls","岐阜県第５区"
"中津川市",5561,"おぜき　祥子","日本共産党","000520914.xls","岐阜県第５区"
"中津川市",23047,"古屋　圭司","自由民主党","000520914.xls","岐阜県第５区"
"瑞浪市",6445,"あちは　吉信","希望の党","000520914.xls","岐阜県第５区"
"瑞浪市",1865,"おぜき　祥子","日本共産党","000520914.xls","岐阜県第５区"
"瑞浪市",10974,"古屋　圭司","自由民主党","000520914.xls","岐阜県第５区"
"恵那市",7638,"あちは　吉信","希望の党","000520914.xls","岐阜県第５区"
"恵那市",3509,"おぜき　祥子","日本共産党","000520914.xls","岐阜県第５区"
"恵那市",17049,"古屋　圭司","自由民主党","000520914.xls","岐阜県第５区"
"土岐市",10576,"あちは　吉信","希望の党","000520914.xls","岐阜県第５区"
"土岐市",3728,"おぜき　祥子","日本共産党","000520914.xls","岐阜県第５区"
"土岐市",14533,"古屋　圭司","自由民主党","000520914.xls","岐阜県第５区"
"岐阜県第５区 合計",57982,"あちは　吉信","希望の党","000520914.xls","岐阜県第５区"
"岐阜県第５区 合計",20318,"おぜき　祥子","日本共産党","000520914.xls","岐阜県第５区"
"岐阜県第５区 合計",92113,"古屋　圭司","自由民主党","000520914.xls","岐阜県第５区"
"静岡市葵区",53871,"かみかわ　陽子","自由民主党","000520916.xls","静岡県第１区"
"静岡市葵区",21549,"青山　まさゆき","立憲民主党","000520916.xls","静岡県第１区"
"静岡市葵区",30698,"小池　まさなり","希望の党","000520916.xls","静岡県第１区"
"静岡市葵区",9079,"鈴木　ちか","日本共産党","000520916.xls","静岡県第１区"
"静岡市駿河区",42629,"かみかわ　陽子","自由民主党","000520916.xls","静岡県第１区"
"静岡市駿河区",16982,"青山　まさゆき","立憲民主党","000520916.xls","静岡県第１区"
"静岡市駿河区",25388,"小池　まさなり","希望の党","000520916.xls","静岡県第１区"
"静岡市駿河区",5653,"鈴木　ちか","日本共産党","000520916.xls","静岡県第１区"
"静岡県第１区 合計",96500,"かみかわ　陽子","自由民主党","000520916.xls","静岡県第１区"
"静岡県第１区 合計",38531,"青山　まさゆき","立憲民主党","000520916.xls","静岡県第１区"
"静岡県第１区 合計",56086,"小池　まさなり","希望の党","000520916.xls","静岡県第１区"
"静岡県第１区 合計",14732,"鈴木　ちか","日本共産党","000520916.xls","静岡県第１区"
"島田市",26992,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"島田市",17203,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"島田市",4808,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"焼津市",35832,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"焼津市",20760,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"焼津市",6330,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"藤枝市",37480,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"藤枝市",24290,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"藤枝市",7616,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"御前崎市（２区）",3273,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"御前崎市（２区）",1436,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"御前崎市（２区）",266,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"牧之原市",15805,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"牧之原市",7153,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"牧之原市",1837,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"吉田町",7953,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"吉田町",4067,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"吉田町",1113,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"川根本町",3522,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"川根本町",862,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"川根本町",203,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"静岡県第２区 合計",130857,"井林　たつのり","自由民主党","000520916.xls","静岡県第２区"
"静岡県第２区 合計",75771,"松尾　つとむ","希望の党","000520916.xls","静岡県第２区"
"静岡県第２区 合計",22173,"よつや　恵","日本共産党","000520916.xls","静岡県第２区"
"浜松市天竜区（３区）",338,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"浜松市天竜区（３区）",1186,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"浜松市天竜区（３区）",1147,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"磐田市",14490,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"磐田市",32501,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"磐田市",31747,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"掛川市",10043,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"掛川市",25873,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"掛川市",20350,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"袋井市",7369,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"袋井市",17492,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"袋井市",13786,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"御前崎市（３区）",2070,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"御前崎市（３区）",5671,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"御前崎市（３区）",2870,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"菊川市",4412,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"菊川市",10277,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"菊川市",8254,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"森町",1773,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"森町",4923,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"森町",3414,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"静岡県第３区 合計",40495,"鈴木　望","希望の党","000520916.xls","静岡県第３区"
"静岡県第３区 合計",97923,"宮沢　ひろゆき","自由民主党","000520916.xls","静岡県第３区"
"静岡県第３区 合計",81568,"小山　のぶひろ","（無所属）","000520916.xls","静岡県第３区"
"静岡市清水区",12130,"松原　さとし","日本共産党","000520916.xls","静岡県第４区"
"静岡市清水区",31939,"田中　健","希望の党","000520916.xls","静岡県第４区"
"静岡市清水区",62969,"望月　よしお","自由民主党","000520916.xls","静岡県第４区"
"富士宮市",5707,"松原　さとし","日本共産党","000520916.xls","静岡県第４区"
"富士宮市",21882,"田中　健","希望の党","000520916.xls","静岡県第４区"
"富士宮市",29526,"望月　よしお","自由民主党","000520916.xls","静岡県第４区"
"富士市（４区）",600,"松原　さとし","日本共産党","000520916.xls","静岡県第４区"
"富士市（４区）",3760,"田中　健","希望の党","000520916.xls","静岡県第４区"
"富士市（４区）",3748,"望月　よしお","自由民主党","000520916.xls","静岡県第４区"
"静岡県第４区 合計",18437,"松原　さとし","日本共産党","000520916.xls","静岡県第４区"
"静岡県第４区 合計",57581,"田中　健","希望の党","000520916.xls","静岡県第４区"
"静岡県第４区 合計",96243,"望月　よしお","自由民主党","000520916.xls","静岡県第４区"
"三島市",16164,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"三島市",5438,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"三島市",30241,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"富士市（５区）",37887,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"富士市（５区）",7425,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"富士市（５区）",54841,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"御殿場市",16596,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"御殿場市",2721,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"御殿場市",19971,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"裾野市",9176,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"裾野市",2064,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"裾野市",13983,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"伊豆の国市（５区）",2389,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"伊豆の国市（５区）",554,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"伊豆の国市（５区）",3807,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"函南町",5912,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"函南町",1922,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"函南町",9892,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"小山町",4343,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"小山町",626,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"小山町",4788,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"静岡県第５区 合計",92467,"吉川　たける","自由民主党","000520916.xls","静岡県第５区"
"静岡県第５区 合計",20750,"井口　まさひこ","日本共産党","000520916.xls","静岡県第５区"
"静岡県第５区 合計",137523,"細野　豪志","希望の党","000520916.xls","静岡県第５区"
"沼津市",6498,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"沼津市",39307,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"沼津市",40796,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"熱海市",1718,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"熱海市",8419,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"熱海市",6881,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"伊東市",3531,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"伊東市",14332,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"伊東市",13684,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"下田市",930,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"下田市",5258,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"下田市",4671,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"伊豆市",1206,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"伊豆市",7897,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"伊豆市",7621,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"伊豆の国市（６区）",1801,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"伊豆の国市（６区）",6857,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"伊豆の国市（６区）",7713,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"東伊豆町",415,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"東伊豆町",3338,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"東伊豆町",2332,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"河津町",236,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"河津町",1835,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"河津町",1634,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"南伊豆町",369,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"南伊豆町",2371,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"南伊豆町",2086,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"松崎町",247,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"松崎町",1868,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"松崎町",1905,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"西伊豆町",273,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"西伊豆町",2450,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"西伊豆町",1931,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"清水町",922,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"清水町",6066,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"清水町",7167,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"長泉町",1309,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"長泉町",8159,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"長泉町",10367,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"静岡県第６区 合計",19455,"内田　ゆたか","日本共産党","000520916.xls","静岡県第６区"
"静岡県第６区 合計",108157,"かつまた　孝明","自由民主党","000520916.xls","静岡県第６区"
"静岡県第６区 合計",108788,"わたなべ　周","希望の党","000520916.xls","静岡県第６区"
"浜松市中区（７区）",451,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"浜松市中区（７区）",57,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"浜松市中区（７区）",38,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"浜松市中区（７区）",118,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"浜松市西区",35608,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"浜松市西区",7502,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"浜松市西区",2827,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"浜松市西区",8498,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"浜松市南区（７区）",4435,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"浜松市南区（７区）",1095,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"浜松市南区（７区）",384,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"浜松市南区（７区）",1405,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"浜松市北区",30945,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"浜松市北区",5799,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"浜松市北区",2735,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"浜松市北区",6316,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"浜松市浜北区",28413,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"浜松市浜北区",6067,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"浜松市浜北区",2783,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"浜松市浜北区",7067,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"浜松市天竜区（７区）",9964,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"浜松市天竜区（７区）",1587,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"浜松市天竜区（７区）",1047,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"浜松市天竜区（７区）",1736,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"湖西市",19647,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"湖西市",4276,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"湖西市",1166,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"湖西市",4765,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"静岡県第７区 合計",129463,"城内　みのる","自由民主党","000520916.xls","静岡県第７区"
"静岡県第７区 合計",26383,"日吉　雄大","立憲民主党","000520916.xls","静岡県第７区"
"静岡県第７区 合計",10980,"のざわ　正司","日本共産党","000520916.xls","静岡県第７区"
"静岡県第７区 合計",29905,"福村　隆","希望の党","000520916.xls","静岡県第７区"
"浜松市中区（８区）",39963,"げんま　けんたろう","希望の党","000520916.xls","静岡県第８区"
"浜松市中区（８区）",54973,"しおのや　立","自由民主党","000520916.xls","静岡県第８区"
"浜松市中区（８区）",10635,"しまだ　初江","日本共産党","000520916.xls","静岡県第８区"
"浜松市東区",23718,"げんま　けんたろう","希望の党","000520916.xls","静岡県第８区"
"浜松市東区",27706,"しおのや　立","自由民主党","000520916.xls","静岡県第８区"
"浜松市東区",5198,"しまだ　初江","日本共産党","000520916.xls","静岡県第８区"
"浜松市南区（８区）",14843,"げんま　けんたろう","希望の党","000520916.xls","静岡県第８区"
"浜松市南区（８区）",19179,"しおのや　立","自由民主党","000520916.xls","静岡県第８区"
"浜松市南区（８区）",3812,"しまだ　初江","日本共産党","000520916.xls","静岡県第８区"
"静岡県第８区 合計",78524,"げんま　けんたろう","希望の党","000520916.xls","静岡県第８区"
"静岡県第８区 合計",101858,"しおのや　立","自由民主党","000520916.xls","静岡県第８区"
"静岡県第８区 合計",19645,"しまだ　初江","日本共産党","000520916.xls","静岡県第８区"
"名古屋市東区",9970,"吉田 つねひこ","立憲民主党","000520918.xls","愛知県第１区"
"名古屋市東区",9037,"佐藤 ゆうこ","希望の党","000520918.xls","愛知県第１区"
"名古屋市東区",11733,"くまだ 裕通","自由民主党","000520918.xls","愛知県第１区"
"名古屋市北区",21582,"吉田 つねひこ","立憲民主党","000520918.xls","愛知県第１区"
"名古屋市北区",17745,"佐藤 ゆうこ","希望の党","000520918.xls","愛知県第１区"
"名古屋市北区",25031,"くまだ 裕通","自由民主党","000520918.xls","愛知県第１区"
"名古屋市西区",17637,"吉田 つねひこ","立憲民主党","000520918.xls","愛知県第１区"
"名古屋市西区",14976,"佐藤 ゆうこ","希望の党","000520918.xls","愛知県第１区"
"名古屋市西区",25522,"くまだ 裕通","自由民主党","000520918.xls","愛知県第１区"
"名古屋市中区",8591,"吉田 つねひこ","立憲民主党","000520918.xls","愛知県第１区"
"名古屋市中区",6875,"佐藤 ゆうこ","希望の党","000520918.xls","愛知県第１区"
"名古屋市中区",12012,"くまだ 裕通","自由民主党","000520918.xls","愛知県第１区"
"愛知県第１区 合計",57780,"吉田 つねひこ","立憲民主党","000520918.xls","愛知県第１区"
"愛知県第１区 合計",48633,"佐藤 ゆうこ","希望の党","000520918.xls","愛知県第１区"
"愛知県第１区 合計",74298,"くまだ 裕通","自由民主党","000520918.xls","愛知県第１区"
"名古屋市千種区",32370,"古川 元久","希望の党","000520918.xls","愛知県第２区"
"名古屋市千種区",23843,"田畑 つよし","自由民主党","000520918.xls","愛知県第２区"
"名古屋市千種区",9771,"酒井 ケンタロー","日本共産党","000520918.xls","愛知県第２区"
"名古屋市守山区",35078,"古川 元久","希望の党","000520918.xls","愛知県第２区"
"名古屋市守山区",23699,"田畑 つよし","自由民主党","000520918.xls","愛知県第２区"
"名古屋市守山区",8792,"酒井 ケンタロー","日本共産党","000520918.xls","愛知県第２区"
"名古屋市名東区",32072,"古川 元久","希望の党","000520918.xls","愛知県第２区"
"名古屋市名東区",24058,"田畑 つよし","自由民主党","000520918.xls","愛知県第２区"
"名古屋市名東区",8860,"酒井 ケンタロー","日本共産党","000520918.xls","愛知県第２区"
"愛知県第２区 合計",99520,"古川 元久","希望の党","000520918.xls","愛知県第２区"
"愛知県第２区 合計",71600,"田畑 つよし","自由民主党","000520918.xls","愛知県第２区"
"愛知県第２区 合計",27423,"酒井 ケンタロー","日本共産党","000520918.xls","愛知県第２区"
"名古屋市昭和区",21194,"近藤 昭一","立憲民主党","000520918.xls","愛知県第３区"
"名古屋市昭和区",6654,"余語 さやか","希望の党","000520918.xls","愛知県第３区"
"名古屋市昭和区",16393,"池田 よしたか","自由民主党","000520918.xls","愛知県第３区"
"名古屋市緑区",48158,"近藤 昭一","立憲民主党","000520918.xls","愛知県第３区"
"名古屋市緑区",18353,"余語 さやか","希望の党","000520918.xls","愛知県第３区"
"名古屋市緑区",36061,"池田 よしたか","自由民主党","000520918.xls","愛知県第３区"
"名古屋市天白区",29243,"近藤 昭一","立憲民主党","000520918.xls","愛知県第３区"
"名古屋市天白区",10604,"余語 さやか","希望の党","000520918.xls","愛知県第３区"
"名古屋市天白区",23766,"池田 よしたか","自由民主党","000520918.xls","愛知県第３区"
"愛知県第３区 合計",98595,"近藤 昭一","立憲民主党","000520918.xls","愛知県第３区"
"愛知県第３区 合計",35611,"余語 さやか","希望の党","000520918.xls","愛知県第３区"
"愛知県第３区 合計",76220,"池田 よしたか","自由民主党","000520918.xls","愛知県第３区"
"名古屋市瑞穂区",7423,"西田 とし子","日本共産党","000520918.xls","愛知県第４区"
"名古屋市瑞穂区",17435,"牧 義夫","希望の党","000520918.xls","愛知県第４区"
"名古屋市瑞穂区",19933,"工藤 彰三","自由民主党","000520918.xls","愛知県第４区"
"名古屋市熱田区",5131,"西田 とし子","日本共産党","000520918.xls","愛知県第４区"
"名古屋市熱田区",9222,"牧 義夫","希望の党","000520918.xls","愛知県第４区"
"名古屋市熱田区",12449,"工藤 彰三","自由民主党","000520918.xls","愛知県第４区"
"名古屋市港区",8711,"西田 とし子","日本共産党","000520918.xls","愛知県第４区"
"名古屋市港区",17432,"牧 義夫","希望の党","000520918.xls","愛知県第４区"
"名古屋市港区",20872,"工藤 彰三","自由民主党","000520918.xls","愛知県第４区"
"名古屋市南区",8620,"西田 とし子","日本共産党","000520918.xls","愛知県第４区"
"名古屋市南区",19118,"牧 義夫","希望の党","000520918.xls","愛知県第４区"
"名古屋市南区",23192,"工藤 彰三","自由民主党","000520918.xls","愛知県第４区"
"愛知県第４区 合計",29885,"西田 とし子","日本共産党","000520918.xls","愛知県第４区"
"愛知県第４区 合計",63207,"牧 義夫","希望の党","000520918.xls","愛知県第４区"
"愛知県第４区 合計",76446,"工藤 彰三","自由民主党","000520918.xls","愛知県第４区"
"名古屋市中村区",7813,"ののべ 尚昭","希望の党","000520918.xls","愛知県第５区"
"名古屋市中村区",23446,"赤松 広隆","立憲民主党","000520918.xls","愛知県第５区"
"名古屋市中村区",18034,"神田 けんじ","自由民主党","000520918.xls","愛知県第５区"
"名古屋市中川区",12362,"ののべ 尚昭","希望の党","000520918.xls","愛知県第５区"
"名古屋市中川区",37266,"赤松 広隆","立憲民主党","000520918.xls","愛知県第５区"
"名古屋市中川区",28047,"神田 けんじ","自由民主党","000520918.xls","愛知県第５区"
"清須市",4920,"ののべ 尚昭","希望の党","000520918.xls","愛知県第５区"
"清須市",12167,"赤松 広隆","立憲民主党","000520918.xls","愛知県第５区"
"清須市",11009,"神田 けんじ","自由民主党","000520918.xls","愛知県第５区"
"北名古屋市",6096,"ののべ 尚昭","希望の党","000520918.xls","愛知県第５区"
"北名古屋市",15672,"赤松 広隆","立憲民主党","000520918.xls","愛知県第５区"
"北名古屋市",13137,"神田 けんじ","自由民主党","000520918.xls","愛知県第５区"
"豊山町",988,"ののべ 尚昭","希望の党","000520918.xls","愛知県第５区"
"豊山町",2530,"赤松 広隆","立憲民主党","000520918.xls","愛知県第５区"
"豊山町",2424,"神田 けんじ","自由民主党","000520918.xls","愛知県第５区"
"愛知県第５区 合計",32179,"ののべ 尚昭","希望の党","000520918.xls","愛知県第５区"
"愛知県第５区 合計",91081,"赤松 広隆","立憲民主党","000520918.xls","愛知県第５区"
"愛知県第５区 合計",72651,"神田 けんじ","自由民主党","000520918.xls","愛知県第５区"
"春日井市",45063,"森本 かずよし","希望の党","000520918.xls","愛知県第６区"
"春日井市",65863,"丹羽 ひでき","自由民主党","000520918.xls","愛知県第６区"
"春日井市",7255,"平山 良平","社会民主党","000520918.xls","愛知県第６区"
"春日井市",13874,"田上 みつのり","日本共産党","000520918.xls","愛知県第６区"
"犬山市",11204,"森本 かずよし","希望の党","000520918.xls","愛知県第６区"
"犬山市",17105,"丹羽 ひでき","自由民主党","000520918.xls","愛知県第６区"
"犬山市",2237,"平山 良平","社会民主党","000520918.xls","愛知県第６区"
"犬山市",3941,"田上 みつのり","日本共産党","000520918.xls","愛知県第６区"
"小牧市",18802,"森本 かずよし","希望の党","000520918.xls","愛知県第６区"
"小牧市",31926,"丹羽 ひでき","自由民主党","000520918.xls","愛知県第６区"
"小牧市",3272,"平山 良平","社会民主党","000520918.xls","愛知県第６区"
"小牧市",5684,"田上 みつのり","日本共産党","000520918.xls","愛知県第６区"
"愛知県第６区 合計",75069,"森本 かずよし","希望の党","000520918.xls","愛知県第６区"
"愛知県第６区 合計",114894,"丹羽 ひでき","自由民主党","000520918.xls","愛知県第６区"
"愛知県第６区 合計",12764,"平山 良平","社会民主党","000520918.xls","愛知県第６区"
"愛知県第６区 合計",23499,"田上 みつのり","日本共産党","000520918.xls","愛知県第６区"
"瀬戸市",28830,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"瀬戸市",30708,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"大府市",20366,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"大府市",20838,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"尾張旭市",20258,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"尾張旭市",17733,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"豊明市",15781,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"豊明市",15256,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"日進市",20599,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"日進市",20783,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"長久手市",12437,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"長久手市",12340,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"東郷町",9892,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"東郷町",9671,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"愛知県第７区 合計",128163,"山尾 しおり","（無所属）","000520918.xls","愛知県第７区"
"愛知県第７区 合計",127329,"鈴木 じゅんじ","自由民主党","000520918.xls","愛知県第７区"
"半田市",4495,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"半田市",23687,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"半田市",20491,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"常滑市",1987,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"常滑市",10194,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"常滑市",11834,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"東海市",4068,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"東海市",23179,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"東海市",21731,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"知多市",3190,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"知多市",17077,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"知多市",18314,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"阿久比町",1137,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"阿久比町",6107,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
"阿久比町",6028,"いとう 忠彦","自由民主党","000520918.xls","愛知県第８区"
"東浦町",1909,"長友 ただひろ","日本共産党","000520918.xls","愛知県第８区"
"東浦町",11493,"ばんの 豊","（無所属）","000520918.xls","愛知県第８区"
